timestamp,open,high,low,close,volume
2023-01-01 00:00:00,49931.36456356742,50608.92791841576,49626.2844622933,49931.36456356742,2697
2023-01-01 01:00:00,49931.36456356742,50949.113653513625,49908.74729040271,50772.65916422929,6885
2023-01-01 02:00:00,50772.65916422929,51162.929483050444,48994.19062297164,49903.84043753513,9951
2023-01-01 03:00:00,49903.84043753513,51204.43362374874,49570.68079106815,50416.20232691085,2785
2023-01-01 04:00:00,50416.20232691085,50755.10834823473,49983.99625804412,50313.28934372558,9590
2023-01-01 05:00:00,50313.28934372558,51129.69642257473,49354.40969424572,49818.670862538704,1238
2023-01-01 06:00:00,49818.670862538704,50125.042945190035,48733.05084084364,49105.12241647526,9491
2023-01-01 07:00:00,49105.12241647526,51327.19099540351,49187.32610005867,49788.87269720925,6861
2023-01-01 08:00:00,49788.87269720925,52052.39557721282,49680.121714152236,50236.099143638676,5323
2023-01-01 09:00:00,50236.099143638676,50422.0239590992,49039.12333112042,49381.87945782671,1723
2023-01-01 10:00:00,49381.87945782671,51503.78349423479,49214.61901137288,49986.56367446882,3834
2023-01-01 11:00:00,49986.56367446882,51081.15743459074,49314.95905871934,49397.0901440004,5000
2023-01-01 12:00:00,49397.0901440004,50877.68332218362,49740.22763183205,50174.31505568928,8165
2023-01-01 13:00:00,50174.31505568928,50480.955808566556,48618.448242922685,50315.47371176054,5671
2023-01-01 14:00:00,50315.47371176054,50295.37677445617,49678.21298180415,49991.08616102568,1414
2023-01-01 15:00:00,49991.08616102568,51939.020092160936,51020.22777761018,51072.36543939393,9395
2023-01-01 16:00:00,51072.36543939393,50449.35608219934,49507.935011233625,49627.237459577416,9707
2023-01-01 17:00:00,49627.237459577416,51280.408082134134,49502.17740577462,49556.35778643471,7833
2023-01-01 18:00:00,49556.35778643471,49870.34961201032,48110.55262977094,49197.00063743417,9535
2023-01-01 19:00:00,49197.00063743417,50958.590541943886,49181.709020046925,50283.767452810396,6023
2023-01-01 20:00:00,50283.767452810396,50352.06798120222,50253.45778716735,50281.56987786937,2345
2023-01-01 21:00:00,50281.56987786937,51620.93461260752,49867.654108945826,50055.00881024839,7647
2023-01-01 22:00:00,50055.00881024839,51374.06883158693,49487.53860410366,49853.92975509009,9112
2023-01-01 23:00:00,49853.92975509009,51032.18995524386,50311.429553309914,50751.70023408026,2223
2023-01-02 00:00:00,50751.70023408026,49629.03282842641,48721.7499831965,49351.687764470946,5992
2023-01-02 01:00:00,49351.687764470946,50111.9419182796,49974.23366175474,50050.69211874094,5787
2023-01-02 02:00:00,50050.69211874094,51201.528780136076,49701.48501187948,50558.07107400686,4299
2023-01-02 03:00:00,50558.07107400686,51137.726914613835,49640.07075920281,50728.5548734637,9583
2023-01-02 04:00:00,50728.5548734637,52383.72733549796,49884.16851133755,50117.09362033205,6027
2023-01-02 05:00:00,50117.09362033205,52020.927421438144,48886.43074890151,50769.400211790955,9315
2023-01-02 06:00:00,50769.400211790955,51066.008937664774,49099.69410006971,50197.88696721653,4198
2023-01-02 07:00:00,50197.88696721653,51053.69532258324,48825.992557554346,49701.0452383162,2210
2023-01-02 08:00:00,49701.0452383162,52182.48513791694,50566.233965758125,50987.58901463702,6429
2023-01-02 09:00:00,50987.58901463702,53319.15477615911,49823.7779678913,50820.63990695479,5758
2023-01-02 10:00:00,50820.63990695479,50447.2457792183,49641.14584494468,50006.11928047721,8413
2023-01-02 11:00:00,50006.11928047721,51391.755351694555,49445.56500625744,51107.469551932896,4600
2023-01-02 12:00:00,51107.469551932896,53280.23794510795,50441.350520867236,51130.11369638745,6748
2023-01-02 13:00:00,51130.11369638745,50988.09907841859,48207.37370636592,50765.46457425384,4020
2023-01-02 14:00:00,50765.46457425384,52260.008081548774,49991.66550764917,50214.40173134955,9066
2023-01-02 15:00:00,50214.40173134955,49790.972188499465,47860.49375571704,49379.480655768755,5780
2023-01-02 16:00:00,49379.480655768755,51411.79167820077,49776.79725448628,50560.831654122725,9117
2023-01-02 17:00:00,50560.831654122725,50667.69308058263,49473.98045428055,50133.809138950535,5197
2023-01-02 18:00:00,50133.809138950535,50218.70468125189,49163.97698211295,50150.40835776735,1615
2023-01-02 19:00:00,50150.40835776735,51418.514637005625,50340.424111761706,50575.68818587681,3339
2023-01-02 20:00:00,50575.68818587681,51909.294521523865,50166.99532102122,50676.48525003666,4465
2023-01-02 21:00:00,50676.48525003666,51082.472503472025,49742.554607501916,50913.29717534101,7800
2023-01-02 22:00:00,50913.29717534101,51039.18991114688,49822.96469954242,50273.4241265361,6518
2023-01-02 23:00:00,50273.4241265361,50319.165288669414,49018.03243263537,49714.043796029335,1305
2023-01-03 00:00:00,49714.043796029335,51039.15073316407,49261.631649869625,50585.51791662481,6270
2023-01-03 01:00:00,50585.51791662481,51503.60788609265,48439.638687875944,50346.54853993361,9258
2023-01-03 02:00:00,50346.54853993361,50937.89613691621,49228.78740293455,50260.90372492951,6691
2023-01-03 03:00:00,50260.90372492951,51686.39319117719,49936.62053993822,50078.49674546355,7728
2023-01-03 04:00:00,50078.49674546355,51282.23943931715,50634.76530113738,50690.202413730796,9350
2023-01-03 05:00:00,50690.202413730796,50620.61084805533,49721.36434817985,50586.005281001766,3298
2023-01-03 06:00:00,50586.005281001766,51463.34320006718,50235.252406878404,50470.353617541754,3154
2023-01-03 07:00:00,50470.353617541754,51609.088304126766,49872.041762581925,50500.952103762465,6902
2023-01-03 08:00:00,50500.952103762465,52427.96076947613,51387.37257453769,51754.38929692989,4574
2023-01-03 09:00:00,51754.38929692989,52226.172909606,50009.79970905032,50681.79540170235,9066
2023-01-03 10:00:00,50681.79540170235,50232.584422063104,48730.746533292244,49955.039888013984,2120
2023-01-03 11:00:00,49955.039888013984,53574.51988789202,49590.89146977023,50924.82533210256,5307
2023-01-03 12:00:00,50924.82533210256,50659.83061128515,48113.19231241492,50103.2375707911,1497
2023-01-03 13:00:00,50103.2375707911,49881.258400963896,47977.62302495865,49866.63354780871,3413
2023-01-03 14:00:00,49866.63354780871,52321.811019368186,48660.01114701338,51671.54144964046,4457
2023-01-03 15:00:00,51671.54144964046,50457.037178069666,50010.616877359025,50300.28383301392,8454
2023-01-03 16:00:00,50300.28383301392,50939.156276821814,49920.890152888154,50339.84520554241,4178
2023-01-03 17:00:00,50339.84520554241,52690.14424601868,49198.52425897633,50632.30482094611,9603
2023-01-03 18:00:00,50632.30482094611,50895.70814248042,50634.848785457994,50841.68769138436,7387
2023-01-03 19:00:00,50841.68769138436,52493.98206049193,51368.450806791676,51386.80838940443,1206
