ts,pair,side,rsi,sma_short,sma_long,price,qty,pnl,win,source,ADX,ATR,ATR_simplified,BB_Lower,BB_Middle,BB_Position,BB_Upper,BB_Width,Bollinger_Band_Expansion,Bollinger_Bandwidth,Bollinger_Percent_B,Bollinger_Squeeze,CCI,CMF,DOW,Donchian_Breakout_Strength,Donchian_Pos_20,Donchian_Price_Position,Donchian_Slope_20,Donchian_Squeeze_Ratio,Donchian_Width,Donchian_Width_Rel_20,EMACross_Diff,EMACross_Signal,HV,HeikinAshi_Close,HeikinAshi_High,HeikinAshi_Low,HeikinAshi_Open,HourOfDay,Ichimoku_Chikou,Ichimoku_Cloud_Thickness,Ichimoku_Composite_Signal,Ichimoku_Cross,Ichimoku_Diff_Norm,Ichimoku_Kijun,Ichimoku_Price_Cloud_Distance,Ichimoku_Senkou_A,Ichimoku_Senkou_B,Ichimoku_Tenkan,Ichimoku_Trend,KAMA,Kalman_Estimate,Kalman_Residual,Kalman_Residual_Norm,Keltner_Lower,Keltner_Position,Keltner_Upper,Keltner_Width,MACD,MFI,MinusDI,OBV,PSAR,PSAR_Trend,PlusDI,PriceVolumeCorr,ROC,RSI,ReturnMA_Medium,ReturnMA_Short,ReturnStdDev,Stochastic,Stochastic_Divergence,Stochastic_Signal_Strength,Stochastic_Trend_Alignment,Supertrend,Supertrend_Direction,Supertrend_Reversal_Signal,Supertrend_Strength,Supertrend_Trend_Duration,Supertrend_Volatility_Filter,TEMA,Time_Day_of_Week,Time_Hour_of_Day,Time_Session,Time_Volatility_Adjustment,VWAP,Volume_Profile_Distribution,Volume_Profile_Point_of_Control,Volume_Profile_Value_Area_High,Volume_Profile_Value_Area_Low,Williams_R,ZScore,atr_10,close,ema_5,high,liquidity_surge,low,micro_trend,micro_volatility,momentum_burst,momentum_divergence,open,order_flow_imbalance,price_acceleration,price_velocity,rolling_mean_20,spread_pressure,tick_volume_ratio,timestamp,volume,volume_surge
2023-01-01 07:58:00,BTC/JPY,sell,57.50954623593796,99.08065672497771,98.73817939591954,99.1891107020644,0.0046408469315018,-503.5845684495059,0,enhanced,11.960424560655753,0.7358441021007961,0.7009878147141677,97.83140470237404,98.73817939591954,0.7486457271881466,99.64495408946506,0.0367345113751604,0.381371878758595,0.0183672556857201,0.7486457230600775,0,68.26720369440207,0.3476653745173648,6,0.0,0.1602416430604158,0.6602416430604188,0.2651115863574189,0.9601781255710852,2.459194289095123,3.508184076063969,0.0028811395856619,1,0.0834758773984303,99.11263851343632,99.1891107020644,98.84033953701098,98.84033953701098,7,99.91409863252642,0.1856905372004718,1.0,1.0,0.1512123944912763,98.50117939138198,1.6759449759696707,97.60601099469496,97.4203204574945,98.8151848073188,1,98.1392879592174,99.01153203101232,0.177578671052089,0.6496156360019456,97.23498219661631,0.6385857791861823,100.29506992349688,0.0309835156122955,-0.0073948574102399,59.11011914287116,35.596963313549495,2770027.430906021,98.26059413840456,1,35.611698600809454,0.073295751170145,-0.0150111994977943,54.60860655307141,0.0005423455953888,-0.0003076750843937,0.0053212643533078,56.09791480014752,0,0.121958291011478,1.0,100.02574041416862,-1.0,0,2.939231273333366,469.0,2.66058668075921,99.12781910429648,0.0,0.0,0.0,0.0,100.07131131059135,0.0154828181377811,98.0186234514548,98.19000867881742,96.64754163255388,-37.17191426720613,1.147330256285583,2.0765851701060143,99.1891107020644,99.02265787319332,99.1891107020644,0.3255485264093784,98.93672788764472,-0.0016520215010281,0.0064940055053683,0.002651995414835,6.826039727317584e-05,99.13560476197172,0.6146913065695601,-0.0002848221020681,0.0066475931896327,98.73817939591954,0.3852507400134627,0.6668574570422792,2020-01-20 22:00:00,108206.35051799136,0.0
2023-01-01 12:01:00,BTC/JPY,buy,47.37035323344804,100.96257237640572,101.45340982365153,100.75831927523224,0.0044563719555097,-1333.9992668497575,0,enhanced,19.49624639376829,0.5468795540424612,0.5511887895001237,100.56416750294088,101.45340982365153,0.1091669659492836,102.34265214436218,0.0350601255199345,0.6569031694486063,0.0175300627582394,0.1091669653354635,0,-126.7143949977278,0.2109702330564158,6,0.0,-0.3212751562101232,0.1787248437898767,-0.1444798334864658,0.7063571795226166,1.7149826378715147,3.1114251061362155,-0.0043925720818986,0,0.0801865540486314,100.60506427320428,100.98945162434391,100.4518092711763,100.98945162434391,12,100.10110618714924,0.3505733823828763,-1.0,0.0,-0.1089396613341184,101.28702722167364,-1.603605984412141,102.18663856845292,102.5372119508358,101.13760624214996,-1,101.81524770993116,101.05541329506448,-0.2970940198322438,-1.1207677583602949,100.36832720139392,0.1932113686079529,102.3868009415684,0.0199104580847028,-0.0467571618490427,55.78757138635456,38.34509711365824,3953122.885901335,101.26592646067888,-1,24.10054732387752,-0.1849436610824342,-0.4427162503461456,39.44962615419094,-0.0004710969242793,-0.0020336701961368,0.0046325440736412,26.748299623695047,0,0.4650340109698151,1.0,100.48843246540464,1.0,0,3.1117349429912395,234.0,3.216202826376644,100.89259694807464,0.0,0.0,0.0,0.0,100.658774396445,0.0129962574645467,102.1318689081576,102.98879504497069,101.61771322606975,-82.12751562101232,-0.5940303720464227,1.3715939419473102,100.75831927523224,101.00776840804672,100.75831927523224,0.7076748220416392,100.4518092711763,-0.0101647103264653,0.0042961478213986,-0.0011382188675158,0.0076824831909509,100.4518092711763,-1.940818090021448,-0.0004778201998912,-0.0032229688038658,101.45340982365153,0.9405262701722944,1.0447978578594803,2020-01-31 01:00:00,220664.23088613892,0.0
2023-01-01 05:12:00,BTC/JPY,buy,41.277632667907895,98.02311973384865,98.13106909835928,97.3783043397213,0.0027924234160008,874.1052997953694,1,enhanced,18.900527715958685,0.6146561674110254,0.6093883984274087,97.5427071308328,98.13106909835928,-0.1397122861311523,98.7194310658858,0.0239826987694086,-0.2764661375026682,0.0119913493834823,-0.1397122849438535,1,-154.71747927232167,0.1196217300030985,6,0.0,-0.4455617116808275,0.0544382883191763,-0.5064602881496794,0.9285236482913558,1.863701845710452,3.058315272361489,-0.0023049352015416,0,0.0725762777660725,97.44589228851534,98.26766346277036,97.3783043397213,98.26766346277036,5,97.90613470492036,0.9441069397070264,-1.0,0.0,-0.1413287476418727,98.20869852415876,-1.9489489807923803,98.85519985066016,99.79930679036718,98.00334779818508,-1,99.02145564191096,97.94671805682891,-0.5684137171076316,-2.5296313738344622,96.91503434127698,0.1858852842730476,99.40727034724192,0.0253892293075824,-0.0003651824318575,53.58346697560709,40.68216759003548,397250.4109258786,98.72984799506663,-1,23.953733178795563,-0.1463872047826892,-0.8503716591439034,34.3032419764625,-0.0005113709898628,-0.0014684451920718,0.0043475358030887,34.84128762605268,0,0.303174251261452,1.0,101.7787324285159,-1.0,0,3.04651610461979,303.0,2.745865554652228,97.88995986387826,0.0,0.0,0.0,0.0,101.3723719861774,0.0120490047288384,100.76078708925668,101.1035575439819,98.0186234514548,-93.53110293858433,-2.090519331217593,1.453000393763105,97.3783043397213,97.90488334282956,97.51348023730938,1.1444600045717297,97.3783043397213,-0.0073748605901472,0.0025442081486176,-0.0067630584174118,0.0006407489066167,97.51348023730938,-0.8567886532028537,0.0031414231967955,-0.0095999786293803,98.13106909835928,0.1431964304691004,1.64202014104279,2020-01-14 00:00:00,290375.0421118816,0.0
2023-01-01 11:00:00,BTC/JPY,sell,47.69739645980258,102.63023792224394,102.680008545109,102.50488256447532,0.0079171681760418,1160.175947005379,1,enhanced,16.29527357606853,0.641906485047061,0.6751403033374984,102.08388745220954,102.680008545109,0.3531120751139023,103.27612963800844,0.0232224792867083,-0.0539966313735907,0.0116112396422232,0.3531120721521545,1,-53.529001286224485,-0.090620242838343,6,0.0,-0.0580543375042996,0.4419456624957004,-0.1915206374213565,1.1137235983711748,2.525393207885088,3.740545773080088,-0.0002844922703961,0,0.0526058891281554,102.2638375425343,102.8707851434255,101.3887959901544,102.7939391914058,11,102.04951765010392,0.2249891337691849,-1.0,0.0,-0.1939145724046543,102.65149259409696,-0.4859708227289019,102.87835882031963,103.10334795408882,102.29863176400684,-1,102.48891617880844,102.63846023157478,-0.133577667099459,-0.6199684739834838,101.1220344452175,0.4485473165963334,104.20498259381228,0.030029639480018,0.022744511824944,51.67316134819315,59.0684070263631,3448474.611872825,103.20846753785928,-1,25.06919145823719,0.3541714091745714,-0.1697513758873252,46.65475610559778,0.0001613821492293,4.8649834689884486e-05,0.003367347166019,52.16133344812419,1,0.0432266645653355,1.0,100.48843246540464,1.0,0,3.206131686840492,173.0,2.830508305069546,102.62646872787045,0.0,0.0,0.0,0.0,100.53475706222336,0.1247239301444443,102.47463936288284,103.33156549969593,102.30325413552022,-53.50638483958895,-1.6155586561796142,1.8196715477048853,102.50488256447532,102.6507968763537,102.8707851434255,0.3451756427185523,101.3887959901544,0.0002099138501777,0.0027933616736444,-0.0009156155008574,-0.0054088577347165,102.29088647208198,-2.3790891020584666,-0.0002447382899245,-0.0052787647131945,102.680008545109,2.7238757472847914,0.5173230246560583,2020-01-28 12:00:00,99444.76757134584,0.0
2023-01-01 13:43:00,BTC/JPY,sell,44.96354339042449,97.64192860192084,97.72928347934683,97.4742172790749,0.0056621804329683,-889.9110568829337,0,enhanced,20.89745655218026,0.4328513536612876,0.4207397869398022,97.10948095588626,97.72928347934683,0.294235913361726,98.3490860028074,0.0253681394724055,-0.349874307153016,0.0126840697349048,0.2942359109880997,1,-62.68652497895052,-0.0513292029690119,6,0.0,-0.2089188282535605,0.2910811717464445,0.0870474360763377,0.8403158670567787,1.4101932062269356,3.351699197463111,-0.0015053239323339,0,0.0491517938227295,97.5900286580407,97.87815884094162,97.37620172707906,97.54334683874023,13,97.0420647736715,0.650237191273888,-1.0,0.0,-0.2392887068161855,97.84630499418756,-1.2262897681613367,98.3753884515993,99.0256256428732,97.59859219000234,-1,98.31155625571016,97.60091416471636,-0.1266968856414507,-0.6108353718116578,96.78838340806765,0.3592139228812303,98.69764646086423,0.0195334986758564,0.0173848730447815,39.08753113235673,37.04393843815793,2923505.271611729,97.89525514233252,-1,33.634334769629135,0.2590293936839757,-0.4970752784216572,43.90041860241664,-0.0004499067932438,-0.0005040052388489,0.0030275045434373,48.69510751128056,1,0.0260978590279849,1.0,100.33724346459614,-1.0,0,3.147761082556357,90.0,2.93099917852375,97.56998086365708,0.0,0.0,0.0,0.0,100.47297386938936,0.0399097410316111,97.84723822409218,100.24663140716882,97.50446776936695,-60.9979019282938,0.4943036010110887,1.035204742760854,97.4742172790749,97.58216925003552,97.87815884094162,0.4198101683888601,97.37620172707906,-0.0025383813667629,0.0031153421915478,-0.0018775613928115,-0.0007162679010673,97.6315367850672,4.001928709089135,-0.0043597545162006,0.0010465996046546,97.72928347934683,4.9208012682814415,0.547612231250392,2020-02-04 07:00:00,101095.71935498198,0.0
2023-01-01 01:55:00,BTC/JPY,sell,50.11258655545673,103.1699397226332,103.07613668082163,103.08836068666002,0.0023655695505059,-1594.436018110398,0,enhanced,20.7186340217051,0.7899488300471883,0.7324549796334197,102.58517255564026,103.07613668082163,0.5124489807008408,103.56710080600304,0.0190524845416615,-0.3096510542288554,0.0095262422699066,0.5124489754820382,1,3.6615247119979295,0.1950986423263347,6,0.0,0.0005593058113807,0.5005593058113778,-0.0249730715852117,1.0536921476998264,2.3743030500483115,3.2415685824630573,0.0005477321039356,1,0.0519995845458342,103.12506523181202,103.39884018758625,102.61421986541556,103.16679851447584,1,102.61071492908214,0.5654465222770284,1.0,1.0,0.1831011127266192,103.08703272516615,0.8412028678649932,102.52988107993356,101.96443455765652,103.37899533068632,1,95.96662158809812,103.1308761915626,-0.0425155049025818,-0.2083341220903382,101.39580895818938,0.5127567140947903,104.6966954837976,0.0320330575296337,-0.0113739096492466,37.02292472403867,24.74360116821357,-1254295.1138359762,103.96820294656226,-1,23.195533302127515,0.3915342485142343,0.4928237337086095,49.95924398405891,0.0002272088609913,-0.0003289400706457,0.0034752923084432,47.62951277557448,-1,0.0474097487200639,-1.0,104.20127822255785,-1.0,0,2.948680789778999,106.0,2.2252143840784013,103.15959153359027,0.0,0.0,0.0,0.0,101.90485232515466,0.0512426685823304,102.81740981760808,103.33156549969593,101.27494277134451,-59.60907118025068,-0.2307866907403873,1.5945430433078371,103.08836068666002,103.1325947900314,103.39884018758625,0.20376407202751,102.61421986541556,-0.0016449644014701,0.0008090205236476,-0.0003791164382021,-0.0060226521010436,103.39884018758625,-3.7601833893965018,0.0005158350296249,-0.0005748423502297,103.07613668082163,13.209810710469728,0.3830903906384195,2020-01-05 19:00:00,87387.46761787935,0.0
2023-01-01 15:01:00,BTC/JPY,sell,52.02924306261678,97.0268235704464,96.839338132765,96.8918860506347,0.0092897587091991,528.7016862705646,1,enhanced,14.428285233197323,0.6377961265304961,0.6069000605268812,96.32324764851688,96.839338132765,0.550909597709653,97.3554286170131,0.0213173899863113,-0.2387683102119091,0.0106586949920551,0.5509095923723177,1,16.551310992465094,-0.2161319287023594,6,0.0,-0.0107552807114043,0.4892447192885957,-0.117417127998639,1.1827435041752734,2.063177044204565,3.3995334296282897,0.0016993833962292,1,0.05454684670757,96.8186375713544,97.24247524467724,96.3515254201908,97.24247524467724,15,97.55246749222812,0.0640351309797608,-0.3333333333333333,0.0,0.0,96.91407609890244,-0.0678797737425185,96.92774825888732,96.9917833898671,96.91407609890244,0,97.18840120682266,96.99993288386096,-0.1080468332262682,-0.611694679848972,95.76954270252004,0.4914588051855968,98.05324041283131,0.0235648015533052,0.0206253107348795,59.91842305615948,34.804652433244186,3097166.8608560357,97.94566462100472,-1,30.263221421060624,0.0495830304535316,0.3222043993629474,47.86317269966677,2.857267022611243e-05,-0.0002557365491822,0.0032646227398359,61.5612061428817,1,0.2312241161253631,-1.0,100.2900769507662,-1.0,0,2.8990204614447856,168.0,3.7486882368288743,97.06855387100448,0.0,0.0,0.0,0.0,100.1444378763954,0.1175880384260789,96.47615640519123,97.50446776936695,96.47615640519123,-51.07552807114043,-0.7726989078741983,2.063177044204565,96.8918860506347,97.00390529608964,97.015569407296,0.5025110019233217,96.3515254201908,-0.0012813363363217,0.0002962639992363,-0.0010414549595906,-0.0041609369518145,97.015569407296,-2.7200135316738594,0.0002316252158177,-0.0024939977554664,96.839338132765,2.740026714803105,0.7041162823064623,2020-02-07 13:00:00,175957.68043733234,0.0
2023-01-01 10:31:00,BTC/JPY,buy,39.39555374583028,102.84064276968655,102.94928667164524,102.43683414766028,0.0044697837763121,-279.1188794463528,0,enhanced,20.179981623902798,0.5521652442520265,0.59490087540469,102.46857637732832,102.94928667164524,-0.0330159662101125,103.42999696596216,0.0186775570713809,-0.0206546429002206,0.0093387785347834,-0.0330159658667044,1,-173.3515035546723,-0.3596643888997166,6,0.0,-0.2884449514905767,0.2115550485094275,-0.1914886419830478,0.861133952755682,1.6501508067567985,2.773824808434277,-0.0019844315537709,0,0.0449237841178883,102.56598995154296,102.79871143359492,102.43683414766028,102.79871143359492,10,102.69288001063823,0.4242957464803822,-0.3333333333333333,0.0,-0.1028988980424416,103.00037236656296,-0.4127496430739512,103.06173166397444,102.63743591749405,102.84460954435586,0,102.42883773241866,102.78651112613666,-0.3496769784763671,-1.902434560991493,101.77247645634452,0.2942503574156399,104.03027385428388,0.0219413724503831,-0.0579303018485934,37.10316073000368,37.11113915341272,3465523.3661477743,103.5346185729225,-1,19.882867674781348,0.0486965980422521,-0.3859084722380744,36.09642745746188,-0.0002670024319673,-0.0007119354947429,0.0026273394904346,38.05403218586188,0,0.2389193612126081,1.0,100.48843246540464,1.0,0,2.9146780168324677,144.0,3.4033347595993635,102.71504182236428,0.0,0.0,0.0,0.0,100.41246390673504,0.0761403628463435,102.81740981760808,103.33156549969593,101.78909845343236,-77.38744171969026,-1.068835732613234,1.5137462613337505,102.43683414766028,102.74499085873582,102.6951457554256,0.6444982130289097,102.43683414766028,-0.0035668424636706,0.0020935887358499,-0.0053057904319782,-0.0039704740592738,102.6951457554256,-0.1825197533834592,-0.0011965921317581,-0.0030751967610498,102.94928667164524,0.8172145028068575,1.4527428009587091,2020-01-27 07:00:00,251142.79060980128,0.0
2023-01-01 15:36:00,BTC/JPY,sell,51.56302412889923,97.5535463127844,97.42680662406336,97.523515045609,0.0050436196108706,-95.41189653632088,0,enhanced,15.07348289858836,0.6410857602809789,0.5906039654222625,96.88560974929206,97.42680662406336,0.5893468034035628,97.96800349883466,0.0222196290127664,0.3278629632467351,0.0111098145052428,0.5893467979587161,1,23.10418097200365,0.0463125307745622,6,0.0,-0.093799225829115,0.4062007741708882,-0.1967342659464657,1.0351399395097622,2.1568558969552925,3.6519495689691337,0.0016611259341677,1,0.0721998767241526,97.57136651981298,97.76926153579268,97.523515045609,97.76926153579268,15,98.24200227719965,0.0496057088083006,1.0,1.0,0.1751737893728817,97.34800183836744,0.5846360923024037,96.96368180771074,96.91407609890244,97.72582645896836,-1,97.3320223832809,97.57192979852434,-0.0484147529153489,-0.2329576296474742,96.26444121655491,0.5451524236962021,98.57402249020566,0.0237076522747248,0.0107169498656257,53.79158910612987,28.910621155164623,3490608.503293079,96.6905356284298,-1,36.47560096539322,0.2071958599645071,0.1163560965327811,50.9662554351201,-0.0003588444991784,0.0003262648253792,-0.0040631920955353,52.09454527127687,0,0.0418908997884784,1.0,-100.2900769507662,1.0,0,-3.0372132282686977,-203.0,-4.368862274332223,97.6456767500617,0.0,0.0,0.0,0.0,100.02822635797855,0.0933300782286394,96.9903120872791,97.33308254200432,96.47615640519123,-59.37992258291117,-1.1545164774608088,2.1568558969552925,97.523515045609,97.58864481922974,97.68404224802542,0.2228719808995151,97.523515045609,0.0016559868694008,0.0028063473775869,-0.0006676518568326,0.0003511441886865,97.55439374000856,-0.6216902818495936,0.0033824027034539,-0.0043321777262056,97.42680662406336,0.378222412772678,0.3711864085463458,2020-02-09 00:00:00,85363.39881099919,0.0
2023-01-01 01:41:00,BTC/JPY,buy,52.10070633624319,102.96354785011286,102.85108267731782,103.08035779158824,0.0073682300670342,240.00295228544277,1,enhanced,14.70153450743658,0.7704553496566311,0.8299414372946046,102.137197383114,102.85108267731782,0.6605826006866602,103.56496797152164,0.0277638416872496,0.1111717102745603,0.0138819208422751,0.6605825960599884,0,53.100739520231166,0.2718489275300064,6,0.0,0.1289461277632722,0.6289461277632753,-0.0060953508737738,1.2363063158506054,2.323604069802755,2.7997205168802104,0.0010911983789178,1,0.0803952901893951,103.07279255425358,103.94254007923357,101.899881200142,102.82362079792895,1,103.32389456631532,0.5955696683605538,1.0,1.0,0.0687694831444702,102.7807380443322,0.858490587008049,102.51965203876048,101.92408237039992,102.9212106396878,1,94.01242898828826,102.95772949239648,0.1226282991917742,0.4518352656807635,101.4192525308694,0.5822886717780386,104.27197033430286,0.0277378661441802,-0.0156190192125605,51.34758353501701,22.484043577933825,-452079.2202072433,102.26276991548642,1,30.51765804909178,-0.1338927096890073,-0.0886517650936831,54.08701743045689,0.0003899051141097,-0.0005422450113816,0.004537295795826,58.57680449851577,0,0.1715360831827062,1.0,104.20127822255785,-1.0,0,2.9220882239563584,92.0,3.7146721690215023,102.99720040736472,0.0,0.0,0.0,0.0,101.7208185043535,0.0349824024404304,102.47463936288284,103.1601802723333,100.93217231661929,-42.2088238261675,0.4596119096621671,2.0426588790915616,103.08035779158824,102.96331361200524,103.94254007923357,0.5505831092916287,101.899881200142,-0.0027277547315724,0.0026249631315894,0.004417923331719,0.0065109370556317,103.36839114605048,-0.2505433059372603,0.0024160296032743,0.0024753002995315,102.85108267731782,8.022141159053506,1.4649772710131543,2020-01-05 05:00:00,289331.68203855614,0.0
