ts,pair,side,rsi,sma_short,sma_long,price,qty,pnl,win,source
2023-01-01 00:00:00,BTC/JPY,buy,61.88970284118471,151.9081785136218,232.7518922106303,3573039.097854246,0.006393693583057499,-653.8983883255764,1,test
2023-01-01 00:01:00,BTC/JPY,sell,52.165781980647225,147.9181877629731,226.45277946547176,4605280.624705859,0.0056233706969377436,27.31337985143867,0,test
2023-01-01 00:02:00,BTC/JPY,buy,38.571656977179664,102.56420658064357,207.35289514555734,4994475.799807206,0.0035936607336357657,-47.37070254443595,0,test
2023-01-01 00:03:00,BTC/JPY,buy,68.82770118241692,134.12478276261564,245.60471436119332,3060052.0106587857,0.001058179220107395,-1582.1767633461272,0,test
2023-01-01 00:04:00,BTC/JPY,buy,61.083870353232754,138.0195618785857,170.04745155284027,4794731.731581864,0.005466152997107326,-940.3989164843532,1,test
2023-01-01 00:05:00,BTC/JPY,sell,29.757016360693477,139.88227808969003,160.92642103096213,4245261.067197316,0.003570633897060188,-560.7609069798602,1,test
2023-01-01 00:06:00,BTC/JPY,buy,74.65563106963054,158.01723692273322,235.39619669554222,4946765.238329642,0.007611474706394817,-2036.2205028559365,1,test
2023-01-01 00:07:00,BTC/JPY,buy,69.35223457539014,153.36025467268786,193.91498166337482,3930019.0350528555,0.0012155163874343513,47.49346825164295,0,test
2023-01-01 00:08:00,BTC/JPY,buy,76.98799479751544,160.79050927934446,234.69688542070605,4694775.861142747,0.006263450301752118,-249.07184465304073,1,test
2023-01-01 00:09:00,BTC/JPY,sell,63.543170503301596,176.4883261542128,239.3090205195415,3124788.1371965543,0.00947326813755459,-1672.8939013115742,0,test
2023-01-01 00:10:00,BTC/JPY,buy,56.80491175614739,181.29857387160934,156.24575936190715,3670558.1001565913,0.0025696834040034957,404.21286527733207,0,test
2023-01-01 00:11:00,BTC/JPY,buy,45.09458217743713,171.81230762264943,238.34647629860606,3134033.07550242,0.005244845416755359,715.8727446909595,0,test
2023-01-01 00:12:00,BTC/JPY,buy,75.9637090012408,195.55236959549347,194.8319055369422,4950686.266958141,0.0018227979263542437,227.03447886488888,0,test
2023-01-01 00:13:00,BTC/JPY,buy,71.9638333700245,101.82325826763616,201.04324890042324,4633947.814543674,0.0066311372103521745,-324.06817520897016,0,test
2023-01-01 00:14:00,BTC/JPY,sell,22.713120206371364,119.57779856835461,212.65925110932102,4705094.8424919415,0.005954785125366031,591.4421517518549,1,test
2023-01-01 00:15:00,BTC/JPY,buy,21.58201846983512,100.75628749781421,242.6382606730087,4875930.462867789,0.0046662897179154915,680.2203604766911,1,test
